age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35-44,Private,Assoc-voc,11,Never-married,Sales,Unmarried,Black,Female,None,None,6,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,40,United-States,>50K
19-24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,10,United-States,<=50K
35-44,Local-gov,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,None,None,40,United-States,<=50K
35-44,Self-emp-inc,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,None,None,22,United-States,<=50K
45-54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,None,None,40,India,<=50K
35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
19-24,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,None,None,40,?,<=50K
55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,>50K
55-64,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,None,None,35,Puerto-Rico,<=50K
65+,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,None,None,20,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,None,None,45,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,None,None,65,United-States,<=50K
25-34,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,50,United-States,<=50K
35-44,State-gov,11th,7,Divorced,Transport-moving,Unmarried,White,Female,None,None,52,United-States,<=50K
35-44,?,11th,7,Never-married,?,Not-in-family,Black,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,None,None,36,United-States,<=50K
19-24,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,None,None,40,United-States,>50K
25-34,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Other,Male,None,None,30,Cuba,<=50K
19-24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,55,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Female,None,None,58,United-States,<=50K
19-24,?,HS-grad,9,Never-married,?,Own-child,White,Female,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,None,None,10,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,None,None,48,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,>50K
45-54,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,None,None,28,Columbia,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,None,None,30,China,<=50K
0-18,Private,12th,8,Never-married,Other-service,Own-child,White,Male,None,None,15,United-States,<=50K
45-54,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,>50K
35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,50,United-States,>50K
55-64,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,8,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Female,None,None,38,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,37,Mexico,<=50K
35-44,Private,12th,8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,None,None,45,?,<=50K
19-24,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
65+,Private,5th-6th,3,Separated,Other-service,Not-in-family,White,Male,None,None,12,Italy,<=50K
55-64,Federal-gov,10th,6,Divorced,Other-service,Not-in-family,White,Female,None,None,37,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,None,None,60,United-States,<=50K
0-18,State-gov,10th,6,Never-married,Other-service,Own-child,White,Male,None,None,30,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,45,United-States,<=50K
55-64,Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,None,None,37,United-States,<=50K
65+,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,None,None,20,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,None,None,50,United-States,<=50K
35-44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,None,None,40,?,<=50K
19-24,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,None,None,40,United-States,<=50K
65+,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,35,United-States,>50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,40,United-States,<=50K
0-18,Private,10th,6,Never-married,Sales,Own-child,White,Male,None,None,15,United-States,<=50K
35-44,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,<=50K
19-24,?,HS-grad,9,Never-married,?,Own-child,Black,Female,None,None,24,United-States,<=50K
55-64,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
19-24,Federal-gov,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,None,None,40,United-States,<=50K
35-44,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,32,Columbia,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,None,None,24,United-States,<=50K
55-64,?,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,None,None,60,United-States,>50K
19-24,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,None,None,40,United-States,<=50K
25-34,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,None,None,13,United-States,<=50K
35-44,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,None,None,40,Mexico,<=50K
35-44,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,None,None,40,United-States,<=50K
25-34,Private,12th,8,Divorced,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,40,Canada,<=50K
35-44,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,40,United-States,>50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,30,Peru,<=50K
19-24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,None,None,50,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,None,None,43,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,None,None,42,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,60,United-States,<=50K
25-34,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,None,None,10,United-States,<=50K
45-54,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,<=50K
35-44,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,46,United-States,>50K
55-64,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,Iran,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,50,United-States,>50K
45-54,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,48,United-States,<=50K
25-34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,None,None,50,China,>50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
65+,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,33,United-States,<=50K
25-34,?,Some-college,10,Divorced,?,Unmarried,Amer-Indian-Eskimo,Male,None,None,30,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,Germany,>50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,45,United-States,>50K
55-64,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,65,United-States,<=50K
0-18,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,None,None,35,Mexico,<=50K
55-64,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,None,None,40,United-States,<=50K
65+,Local-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,None,None,20,Philippines,<=50K
25-34,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,38,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,None,None,20,United-States,<=50K
25-34,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,None,None,35,United-States,<=50K
35-44,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,None,None,40,United-States,<=50K
45-54,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,None,None,45,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
35-44,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Federal-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,None,None,20,United-States,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,50,United-States,<=50K
19-24,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,None,None,20,United-States,<=50K
65+,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,None,None,40,United-States,<=50K
45-54,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,32,United-States,>50K
25-34,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,46,United-States,<=50K
45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,None,None,40,United-States,<=50K
35-44,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,Mexico,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,50,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,None,None,35,United-States,<=50K
65+,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,None,None,20,United-States,<=50K
45-54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,40,United-States,<=50K
45-54,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,46,England,>50K
0-18,Private,9th,5,Never-married,Other-service,Own-child,White,Female,None,None,20,United-States,<=50K
25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,None,None,5,?,<=50K
19-24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,None,None,40,United-States,<=50K
65+,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,45,United-States,>50K
55-64,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,None,None,40,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,45,United-States,>50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Female,None,None,3,United-States,<=50K
55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,None,None,40,United-States,<=50K
55-64,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,40,United-States,>50K
35-44,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,Puerto-Rico,<=50K
55-64,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,None,None,45,United-States,<=50K
45-54,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,25,United-States,>50K
25-34,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,None,None,40,United-States,<=50K
0-18,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,None,None,30,United-States,<=50K
25-34,?,11th,7,Never-married,?,Not-in-family,Black,Female,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,None,None,40,Hong,<=50K
19-24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,35,United-States,<=50K
25-34,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,48,United-States,<=50K
45-54,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,None,None,30,United-States,>50K
45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,Mexico,<=50K
19-24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,None,None,40,United-States,<=50K
55-64,Self-emp-not-inc,7th-8th,4,Divorced,Sales,Other-relative,White,Male,None,None,20,Mexico,<=50K
35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,50,United-States,<=50K
55-64,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,>50K
35-44,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
55-64,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,None,None,40,Canada,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,None,None,16,United-States,<=50K
45-54,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,50,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,None,None,40,?,>50K
45-54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,55,United-States,<=50K
35-44,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,60,United-States,>50K
45-54,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,None,None,40,United-States,>50K
45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,30,United-States,<=50K
45-54,Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,>50K
35-44,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,None,None,45,Canada,<=50K
25-34,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,35,United-States,<=50K
35-44,Self-emp-inc,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Male,None,None,60,?,<=50K
45-54,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,50,United-States,<=50K
35-44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,40,United-States,<=50K
35-44,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,40,United-States,<=50K
55-64,Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,None,None,35,United-States,<=50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Male,None,None,30,United-States,<=50K
65+,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,None,None,32,United-States,<=50K
19-24,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,None,None,35,United-States,<=50K
45-54,Private,12th,8,Widowed,Handlers-cleaners,Unmarried,White,Female,None,None,50,United-States,<=50K
19-24,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,None,None,18,United-States,<=50K
19-24,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Female,None,None,42,Germany,<=50K
25-34,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,45,United-States,>50K
45-54,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,40,Guatemala,<=50K
65+,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,United-States,>50K
19-24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,None,None,30,United-States,<=50K
25-34,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,60,United-States,>50K
19-24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,None,None,40,United-States,<=50K
25-34,Private,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,40,United-States,<=50K
45-54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,60,United-States,<=50K
35-44,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,None,None,38,China,>50K
19-24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,None,None,7,United-States,<=50K
25-34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,45,United-States,<=50K
25-34,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,60,United-States,<=50K
35-44,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Female,None,None,40,United-States,<=50K
19-24,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,70,United-States,>50K
19-24,?,Some-college,10,Never-married,?,Own-child,White,Male,None,None,40,United-States,<=50K
35-44,Private,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,40,Mexico,<=50K
35-44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,>50K
25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,50,United-States,<=50K
0-18,Self-emp-inc,10th,6,Never-married,Other-service,Own-child,Black,Male,None,None,35,United-States,<=50K
45-54,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,None,None,40,United-States,<=50K
55-64,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,45,United-States,<=50K
45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,35,United-States,>50K
65+,Federal-gov,10th,6,Divorced,Craft-repair,Unmarried,White,Male,None,None,40,United-States,<=50K
19-24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,None,None,45,United-States,<=50K
35-44,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,None,None,40,United-States,<=50K
55-64,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,None,None,37,United-States,<=50K
45-54,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,None,None,58,United-States,<=50K
55-64,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,None,None,40,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,50,United-States,<=50K
35-44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,40,United-States,<=50K
45-54,Private,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,None,None,38,United-States,<=50K
35-44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,None,None,50,United-States,>50K
55-64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,60,United-States,<=50K
25-34,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,None,None,25,United-States,<=50K
25-34,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Male,None,None,40,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,None,None,15,United-States,<=50K
35-44,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,None,None,38,United-States,<=50K
45-54,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,70,United-States,<=50K
35-44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,None,None,40,United-States,<=50K
25-34,Private,9th,5,Never-married,Handlers-cleaners,Unmarried,Black,Male,None,None,40,United-States,<=50K
25-34,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,None,None,50,United-States,<=50K
25-34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,None,None,30,United-States,<=50K
45-54,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,40,United-States,<=50K
19-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,None,None,20,United-States,<=50K
